Experiment,Model,Sample Size,SHAP Match %,Top Features
Cyber Security,Gradient Boosting,100,80.0,"Company Size: 914.2047, Business Interruption Cost: 40.7147, Security Score: 25.3538, Industry Risk: 16.5315, Previous Cyber Incidents: 4.1296"
Cyber Security,CatBoost,100,80.0,"Company Size: 738.3366, Data Sensitivity: 70.3997, Industry Risk: 58.9269, Business Interruption Cost: 52.1874, Types of Data Stored: 43.2556"
Cyber Security,ElasticNet,100,40.0,"Company Size: 1095.2224, Business Interruption Cost: 354.2322, Geographic Location: 137.9615, Previous Cyber Incidents: 129.7570, Types of Data Stored: 88.1223"
Cyber Security,MLPRegressor,100,60.0,"Business Interruption Cost: 961.1313, Company Size: 224.2541, Security Score: 0.3297, Types of Data Stored: 0.2253, Geographic Location: 0.1418"
Cyber Security,Ridge,100,60.0,"Company Size: 1091.5372, Business Interruption Cost: 346.8069, Geographic Location: 155.5338, Previous Cyber Incidents: 138.2807, Industry Risk: 113.5637"
Cyber Security,ExtraTrees,100,60.0,"Company Size: 937.2520, Data Sensitivity: 41.4286, Industry Risk: 26.3318, Compliance Standard: 25.1809, Previous Cyber Incidents: 20.5759"
Cyber Security,HistGradientBoosting,100,60.0,"Company Size: 1102.2145, Industry Risk: 277.7462, Business Interruption Cost: 131.9606, Previous Cyber Incidents: 128.6671, Types of Data Stored: 122.7094"
Cyber Security,Random Forest,500,80.0,"Company Size: 2362.9241, Business Interruption Cost: 67.7241, Geographic Location: 61.3295, Data Sensitivity: 49.9995, Industry Risk: 34.0431"
Cyber Security,XGBoost,500,100.0,"Company Size: 2387.5115, Business Interruption Cost: 124.0732, Data Sensitivity: 83.1885, Industry Risk: 74.1724, Security Score: 46.8345"
Cyber Security,Gradient Boosting,500,100.0,"Company Size: 2345.8375, Business Interruption Cost: 119.9755, Industry Risk: 70.4105, Data Sensitivity: 63.0555, Security Score: 52.1886"
Cyber Security,CatBoost,500,80.0,"Company Size: 2206.9439, Business Interruption Cost: 136.8832, Data Sensitivity: 115.5105, Industry Risk: 81.5808, Types of Data Stored: 49.2687"
Cyber Security,ElasticNet,500,60.0,"Company Size: 2303.5184, Compliance Standard: 235.6071, Business Interruption Cost: 160.2735, Security Score: 89.2739, Previous Cyber Incidents: 46.3311"
Cyber Security,MLPRegressor,500,80.0,"Company Size: 1545.5677, Business Interruption Cost: 1153.7919, Security Score: 47.6242, Previous Cyber Incidents: 7.8944, Data Sensitivity: 6.1484"
Cyber Security,Ridge,500,60.0,"Company Size: 2308.1918, Compliance Standard: 292.8113, Business Interruption Cost: 160.3700, Security Score: 88.9726, Geographic Location: 56.2950"
Cyber Security,ExtraTrees,500,60.0,"Company Size: 2353.4007, Business Interruption Cost: 102.4714, Data Sensitivity: 89.8506, Compliance Standard: 56.5784, Geographic Location: 49.8496"
Cyber Security,HistGradientBoosting,500,80.0,"Company Size: 2357.0785, Business Interruption Cost: 179.4615, Industry Risk: 104.9509, Data Sensitivity: 102.8593, Geographic Location: 64.8377"
Cyber Security,Random Forest,1000,80.0,"Company Size: 1916.0726, Business Interruption Cost: 109.5548, Data Sensitivity: 58.8208, Geographic Location: 29.0352, Security Score: 22.2098"
Cyber Security,XGBoost,1000,60.0,"Company Size: 1889.4993, Business Interruption Cost: 171.1206, Data Sensitivity: 98.1053, Compliance Standard: 38.9772, Previous Cyber Incidents: 29.7022"
Cyber Security,Gradient Boosting,1000,60.0,"Company Size: 1885.2610, Business Interruption Cost: 167.3176, Data Sensitivity: 103.8125, Compliance Standard: 40.9357, Types of Data Stored: 21.9037"
Cyber Security,CatBoost,1000,80.0,"Company Size: 1828.1311, Business Interruption Cost: 186.0335, Data Sensitivity: 83.3091, Types of Data Stored: 50.3078, Industry Risk: 36.5441"
Cyber Security,ElasticNet,1000,80.0,"Company Size: 1632.5560, Business Interruption Cost: 233.6773, Types of Data Stored: 127.0243, Data Sensitivity: 126.1203, Security Score: 91.2774"
Cyber Security,MLPRegressor,1000,80.0,"Company Size: 799.1525, Business Interruption Cost: 759.2148, Security Score: 41.9511, Data Sensitivity: 4.1292, Previous Cyber Incidents: 3.9683"
Cyber Security,Ridge,1000,80.0,"Company Size: 1632.1441, Business Interruption Cost: 235.1273, Types of Data Stored: 161.1629, Data Sensitivity: 134.0999, Security Score: 92.5458"
Cyber Security,ExtraTrees,1000,60.0,"Company Size: 1899.3714, Business Interruption Cost: 112.5050, Data Sensitivity: 63.4064, Compliance Standard: 27.3503, Geographic Location: 24.5341"
Cyber Security,HistGradientBoosting,1000,80.0,"Company Size: 1886.3619, Business Interruption Cost: 152.2355, Data Sensitivity: 85.5537, Industry Risk: 34.0608, Previous Cyber Incidents: 29.1620"
Cyber Security,Random Forest,2000,100.0,"Company Size: 1880.3561, Business Interruption Cost: 122.2740, Data Sensitivity: 62.7672, Security Score: 43.3206, Industry Risk: 22.6248"
Cyber Security,Gradient Boosting,2000,100.0,"Company Size: 1867.0383, Business Interruption Cost: 133.0161, Data Sensitivity: 114.2391, Security Score: 33.9181, Industry Risk: 26.8645"
Cyber Security,CatBoost,2000,80.0,"Company Size: 1853.6456, Business Interruption Cost: 138.4089, Data Sensitivity: 122.2654, Security Score: 36.8281, Previous Cyber Incidents: 30.0852"
Cyber Security,ElasticNet,2000,60.0,"Company Size: 1797.1747, Business Interruption Cost: 147.5581, Data Sensitivity: 81.8038, Types of Data Stored: 39.0253, Compliance Standard: 35.1152"
Cyber Security,MLPRegressor,2000,80.0,"Business Interruption Cost: 918.7099, Company Size: 847.6992, Security Score: 111.1707, Previous Cyber Incidents: 16.0428, Data Sensitivity: 13.7351"
Cyber Security,Ridge,2000,60.0,"Company Size: 1797.0609, Business Interruption Cost: 147.5656, Data Sensitivity: 86.5677, Types of Data Stored: 49.3097, Compliance Standard: 44.0423"
Cyber Security,ExtraTrees,2000,80.0,"Company Size: 1883.9740, Business Interruption Cost: 110.9454, Data Sensitivity: 84.6853, Security Score: 43.2838, Previous Cyber Incidents: 20.5526"
Cyber Security,HistGradientBoosting,2000,100.0,"Company Size: 1863.3128, Business Interruption Cost: 154.6697, Data Sensitivity: 114.0875, Security Score: 58.4644, Industry Risk: 40.5494"
Environment Liability,Random Forest,100,100.0,"Coverage Limit: 66609.2348, Incident History: 37930.3373, Industry Type: 23035.0453, Regulatory Compliance: 7427.4400, Company Size: 6331.3251, Pollution Risk: 4510.5202, Years of Operation: 3182.1169"
Environment Liability,XGBoost,100,100.0,"Coverage Limit: 69709.3281, Incident History: 40102.7031, Industry Type: 30904.2969, Company Size: 7524.4775, Years of Operation: 7051.6221, Regulatory Compliance: 6988.6318, Pollution Risk: 6874.7217"
Environment Liability,Gradient Boosting,100,100.0,"Coverage Limit: 73599.7250, Incident History: 46432.1645, Industry Type: 28719.8176, Regulatory Compliance: 8196.3305, Pollution Risk: 7106.5504, Years of Operation: 4229.6329, Company Size: 3990.8202"
Environment Liability,CatBoost,100,85.71428571428571,"Coverage Limit: 59082.5517, Industry Type: 33687.6871, Incident History: 28037.5990, Company Size: 7454.9387, Years of Operation: 4614.9900, Pollution Risk: 4308.7720, Proximity to Sensitive Areas: 2955.3400"
Environment Liability,ElasticNet,100,85.71428571428571,"Coverage Limit: 75285.6242, Incident History: 51791.9762, Company Size: 17925.2848, Pollution Risk: 16101.7486, Industry Type: 16085.2742, Pollutants Handled: 12302.8157, Regulatory Compliance: 12265.6383"
Environment Liability,MLPRegressor,100,100.0,"Coverage Limit: 43342.1823, Company Size: 439.9615, Regulatory Compliance: 3.6230, Years of Operation: 1.8421, Incident History: 0.2199, Industry Type: 0.2157, Pollution Risk: 0.1279"
Environment Liability,Ridge,100,71.42857142857143,"Coverage Limit: 75746.1541, Incident History: 52483.9168, Industry Type: 21396.1946, Company Size: 19936.5891, Pollution Risk: 17517.8046, Pollutants Handled: 15774.0260, Proximity to Sensitive Areas: 12868.7572"
Environment Liability,ExtraTrees,100,85.71428571428571,"Coverage Limit: 75393.5106, Incident History: 41835.8544, Industry Type: 21955.8798, Pollution Risk: 5229.0046, Company Size: 5184.9241, Regulatory Compliance: 3774.8647, Proximity to Sensitive Areas: 2377.4517"
Environment Liability,HistGradientBoosting,100,71.42857142857143,"Coverage Limit: 71713.2225, Incident History: 43771.8950, Company Size: 14031.5465, Years of Operation: 11541.4374, Proximity to Sensitive Areas: 10666.8698, Industry Type: 9646.7412, Pollutants Handled: 9494.2841"
Environment Liability,Random Forest,500,100.0,"Coverage Limit: 74375.8708, Incident History: 40194.4080, Years of Operation: 13115.7967, Regulatory Compliance: 10948.3849, Pollution Risk: 8646.2128, Industry Type: 8335.7076, Company Size: 5475.5448"
Environment Liability,XGBoost,500,100.0,"Coverage Limit: 71778.9297, Incident History: 42335.2734, Industry Type: 18042.7949, Years of Operation: 14779.8408, Regulatory Compliance: 12908.3154, Pollution Risk: 11124.5117, Company Size: 9719.7686"
Environment Liability,Gradient Boosting,500,100.0,"Coverage Limit: 71101.4890, Incident History: 42218.4767, Industry Type: 18099.1311, Years of Operation: 15822.3645, Regulatory Compliance: 12060.4746, Pollution Risk: 10598.6312, Company Size: 10082.4576"
Environment Liability,CatBoost,500,100.0,"Coverage Limit: 71130.9278, Incident History: 42265.5269, Industry Type: 19497.9452, Years of Operation: 14217.8555, Regulatory Compliance: 13237.8787, Company Size: 9694.3609, Pollution Risk: 9151.0333"
Environment Liability,ElasticNet,500,100.0,"Coverage Limit: 67053.7006, Incident History: 46481.4779, Regulatory Compliance: 18511.4581, Years of Operation: 14512.5678, Pollution Risk: 11961.4646, Company Size: 11634.5622, Industry Type: 10233.5749"
Environment Liability,MLPRegressor,500,71.42857142857143,"Coverage Limit: 108822.9016, Company Size: 298.6983, Regulatory Compliance: 2.2585, Years of Operation: 0.7489, Industry Type: 0.1740, Pollutants Handled: 0.1280, Climate Change Risk: 0.0898"
Environment Liability,Ridge,500,100.0,"Coverage Limit: 66843.0214, Incident History: 48831.6033, Regulatory Compliance: 18638.4360, Years of Operation: 14408.8869, Industry Type: 13116.3885, Pollution Risk: 12799.0077, Company Size: 11855.7978"
Environment Liability,ExtraTrees,500,100.0,"Coverage Limit: 75723.7911, Incident History: 40577.7962, Years of Operation: 11488.7591, Regulatory Compliance: 10524.2977, Industry Type: 9235.3832, Pollution Risk: 6561.1573, Company Size: 5335.8567"
Environment Liability,HistGradientBoosting,500,100.0,"Coverage Limit: 72606.1204, Incident History: 43201.7834, Industry Type: 20472.0594, Years of Operation: 17069.9431, Regulatory Compliance: 12865.7644, Pollution Risk: 10873.2970, Company Size: 10536.5375"
Environment Liability,Random Forest,1000,100.0,"Coverage Limit: 69457.5291, Incident History: 41227.3220, Years of Operation: 19703.5819, Pollution Risk: 12416.5132, Company Size: 7945.1568, Regulatory Compliance: 6505.0703, Industry Type: 5636.6948"
Environment Liability,XGBoost,1000,100.0,"Coverage Limit: 69791.6016, Incident History: 39460.6992, Years of Operation: 21394.3809, Industry Type: 19090.1406, Pollution Risk: 14511.3398, Regulatory Compliance: 10709.8291, Company Size: 10641.2500"
Environment Liability,Gradient Boosting,1000,100.0,"Coverage Limit: 69570.7243, Incident History: 39333.2650, Years of Operation: 21310.5480, Industry Type: 19427.4177, Pollution Risk: 14390.3541, Company Size: 11685.1152, Regulatory Compliance: 10422.6855"
Environment Liability,CatBoost,1000,100.0,"Coverage Limit: 70504.1868, Incident History: 39263.6600, Years of Operation: 20842.3066, Industry Type: 20427.9276, Pollution Risk: 14814.5592, Company Size: 11245.1232, Regulatory Compliance: 11053.9116"
Environment Liability,ElasticNet,1000,85.71428571428571,"Coverage Limit: 68121.0917, Incident History: 37606.9394, Years of Operation: 21057.5149, Company Size: 14482.3890, Regulatory Compliance: 12960.7011, Pollution Risk: 12370.9719, Proximity to Sensitive Areas: 1929.3429"
Environment Liability,MLPRegressor,1000,57.14285714285714,"Coverage Limit: 124767.3142, Company Size: 264.0037, Regulatory Compliance: 2.2196, Pollutants Handled: 0.1539, Industry Type: 0.1396, Geographic Location: 0.1169, Climate Change Risk: 0.0906"
Environment Liability,Ridge,1000,85.71428571428571,"Coverage Limit: 68113.8834, Incident History: 39462.1871, Years of Operation: 21025.7809, Company Size: 14482.5575, Pollution Risk: 13134.2231, Regulatory Compliance: 12963.9233, Proximity to Sensitive Areas: 3598.0787"
Environment Liability,ExtraTrees,1000,100.0,"Coverage Limit: 70496.4302, Incident History: 39947.6172, Years of Operation: 17351.6722, Pollution Risk: 8205.9558, Industry Type: 6410.7293, Company Size: 5590.7932, Regulatory Compliance: 5275.9456"
Environment Liability,HistGradientBoosting,1000,100.0,"Coverage Limit: 70135.4785, Incident History: 41097.4926, Years of Operation: 21895.0871, Industry Type: 19801.9956, Pollution Risk: 15517.6709, Company Size: 12345.1698, Regulatory Compliance: 11488.1183"
Environment Liability,Random Forest,2000,100.0,"Coverage Limit: 74653.7433, Incident History: 41386.8868, Industry Type: 21769.2948, Years of Operation: 19684.1555, Pollution Risk: 11577.3873, Company Size: 9261.5723, Regulatory Compliance: 6964.7800"
Environment Liability,XGBoost,2000,100.0,"Coverage Limit: 74490.7812, Incident History: 41233.9062, Industry Type: 23933.3301, Years of Operation: 19601.2637, Pollution Risk: 13784.7324, Company Size: 11631.9512, Regulatory Compliance: 9766.4678"
Environment Liability,Gradient Boosting,2000,100.0,"Coverage Limit: 74310.3992, Incident History: 40827.9848, Industry Type: 24078.2098, Years of Operation: 19664.6528, Pollution Risk: 13859.0724, Company Size: 11787.8921, Regulatory Compliance: 9588.9279"
Environment Liability,CatBoost,2000,100.0,"Coverage Limit: 74101.5180, Incident History: 43053.4875, Industry Type: 25061.4511, Years of Operation: 20059.5515, Pollution Risk: 14164.1713, Company Size: 12605.3208, Regulatory Compliance: 10908.0042"
Environment Liability,ElasticNet,2000,100.0,"Coverage Limit: 61439.4340, Incident History: 41203.6404, Years of Operation: 18865.8454, Industry Type: 14177.0913, Pollution Risk: 12814.3647, Company Size: 11869.9105, Regulatory Compliance: 8412.5476"
Environment Liability,MLPRegressor,2000,85.71428571428571,"Coverage Limit: 101933.2371, Company Size: 262.9935, Years of Operation: 5.6324, Regulatory Compliance: 2.2545, Incident History: 0.8397, Pollution Risk: 0.5539, Geographic Location: 0.3807"
Environment Liability,Ridge,2000,100.0,"Coverage Limit: 61591.2558, Incident History: 43303.2803, Years of Operation: 18816.8333, Industry Type: 17728.6690, Pollution Risk: 13668.7535, Company Size: 11848.0103, Regulatory Compliance: 8353.6169"
Environment Liability,ExtraTrees,2000,100.0,"Coverage Limit: 75346.5902, Incident History: 42424.1215, Industry Type: 21256.2164, Years of Operation: 16284.2990, Pollution Risk: 9380.1808, Company Size: 7372.5039, Regulatory Compliance: 5489.8764"
Environment Liability,HistGradientBoosting,2000,100.0,"Coverage Limit: 74897.3010, Incident History: 41637.5363, Industry Type: 24684.0710, Years of Operation: 20324.2143, Pollution Risk: 14813.6712, Company Size: 11853.4781, Regulatory Compliance: 9826.5344"
